"","EUKAP2_00000006","EUKAP2_00000044","EUKAP1_00000108","EUKAP2_00000018","EUKAP2_00000002","EUKAP1_00000028","EUKAP2_00000186","EUKAP1_00000465","EUKAP1_00000186","EUKAP1_00000177","EUKAP2_00000030","EUKAP2_00000022","EUKAP1_00000039","EUKAP1_00000072","EUKAP2_00000154","EUKAP1_00000459","EUKAP2_00000193","EUKAP1_00000329","EUKAP1_00000033","EUKAP1_00001012","EUKAP2_00000240","EUKAP2_00000191","EUKAP2_00000530","EUKAP2_00000095","EUKAP1_00000206","EUKAP1_00000011","EUKAP1_00000092","EUKAP1_00001538","EUKAP1_00000188","EUKAP2_00001219","EUKAP1_00000190","EUKAP2_00000008","EUKAP1_00000085","EUKAP2_00000474","EUKAP1_00003256","EUKAP300000070","EUKAP2_00001065","EUKAP2_00001127","EUKAP1_00000357","EUKAP1_00000701","EUKAP1_00003304","EUKAP2_00002016","EUKAP1_00000811","EUKAP1_00000713","EUKAP2_00000971","EUKAP2_00001304","EUKAP1_00000035","EUKAP1_00000326","EUKAP1_00001471","EUKAP1_00000406","EUKAP1_00001769","EUKAP1_00000362","EUKAP1_00004847","EUKAP2_00001858","EUKAP2_00001291","EUKAP1_00000529","EUKAP2_00002179","EUKAP1_00000828","EUKAP2_00012119","EUKAP1_00000738","EUKAP1_00001887","EUKAP2_00022484","EUKAP1_00001587","EUKAP2_00003841","EUKAP1_00002171","EUKAP1_00000777","EUKAP1_00008737","EUKAP1_00002035","EUKAP1_00005032","EUKAP2_00000709","EUKAP1_00000169","EUKAP1_00004792","EUKAP1_00020370","EUKAP2_00001740","EUKAP2_00009458","EUKAP2_00003831","EUKAP1_00023690","EUKAP2_00022266","EUKAP2_00010014","EUKAP1_00057446","EUKAP2_00045451","EUKAP300018830","EUKAP1_00064447","EUKAP2_00070726","EUKAP300156660","EUKAP300243013","EUKAP1_00194237","EUKAP300050198","EUKAP1_00392433","EUKAP301198149","EUKAP300118644","EUKAP300121790"
"X_20",0.246586996993379,0.201626041623438,0.110517327561711,0.000744579413503083,0.0574392830342996,0.00664203763965294,0.016827865751634,0.00475226922287508,0.179481961672542,0,0.00415712676247461,0.010400561469857,0.014673007464225,0.00894538019493903,0.00378261258413779,0,0.00133638716276987,0.000675352195225288,0.0882234970536986,0.00030338051699908,0.0036846498320114,0,0.0041507128445748,0.0016903663041784,0,9.74660001506828e-05,0.00035848834434043,0,0.000271169238849812,0.00474138692076921,0,0.00440152457815906,0.000165958675028694,0.0026725339419776,0.00469726160997489,4.87330000753414e-05,0,0.00175699249067629,0.000571710068598877,0.000162721586198119,0,0.000450413411020027,5.50084769462103e-05,0,0.00247887319173154,0.00111164707935489,0,0,0,0.000110850847687344,0,0.00244552996860193,0.000231948804475914,3.46136091388971e-05,0.000698984151863176,0.00383501830121204,0,0,0,0.000533025476834482,0.000504687344566454,0,0,0,0.000170565500263695,0.000100603738586117,0,0.000321570890561021,0,0,0,0,9.74660001506828e-05,0.000100603738586117,0,0,0,0,0,0,0,0,0,7.9374976983881e-05,0,0,2.43665000376707e-05,0,2.75042384731051e-05,0,0,0
"X_21",0.362720698394049,0.206520686279708,0.0861065653257811,0.000858104221851544,0.0378675591665478,0.00972937616341703,0.0345959804846013,0.00758843902638712,0.119172840129067,0.000310579573611927,0.0104914108377485,0.00984752387668715,0.0127979419120021,0.0177229158168841,0.00805445142560733,0,0.000400774011722953,0.000872703561942971,0.00320346899988895,0.00389432969585962,0.00825060755406641,4.68491359707383e-05,0.00737487647815401,0.00613523397675327,0,0,0.00165440824671846,4.68491359707383e-05,4.68491359707383e-05,0.00757813610962225,0,0.00870822384179964,0,0.00485548753116508,0.00358586551225207,0,0,0.00352244468498785,0.00109074102359233,0.000428792930199868,0,0.000581836040365826,0,0,0.00120831658165317,0.00103083578232525,0,0,0,3.64150299638923e-05,0,0.0046878450809077,0.000368810293448285,0.00084379095936476,0.00105397427270598,0.00164811577306917,0,0,0.000651800064990261,0.000192509255826308,0.00102463255372081,0,0,0,0,0,0,0,0,0,0,4.68491359707383e-05,0.000118070317785619,0.000223954612649167,0,0,0,0,0,0,0,0,0,0.000129308862848917,0,0,3.56105909074405e-05,0,3.56105909074405e-05,0,0,0
"X_22",0.404831372515537,0.1252734478051,0.0898632936538096,0.000806871535179261,0.133963672545561,0.0067819579803686,0.0344628572477237,0.0126764142176683,0.0199367282301177,0,0.00966342890380326,0.0105244242950788,0.00339048493621572,0.0173303613367424,0.0126576983129254,0,0.000326624818207272,0.000630971066113845,0.0463400572040219,0.00126381368518839,0.0116215054572444,0,0.00768428021708724,0.00283179317791974,0,0,0.0020873678885808,0,0.000551186414522729,0.00718584015966864,0,0.00414937921687442,0,0.00652183612752802,0.00252882442900529,0.000179814636953163,0,0.00544926596935107,0.00345373884962958,0.000292603744243334,0,0,0,0,0.00476214756414437,0.00196061322233673,2.7218734850606e-05,0,0,0.000116703275177917,0,0.0029320036036454,0,0,0.00174218884919968,0.000250754334503902,0,0,0.00121209332474642,0.000463744489122462,0.000261470841504981,0,0,0,0.000250754334503902,5.44374697012119e-05,0,8.55703724395644e-05,0,0.000175054912766875,5.83516375889584e-05,5.44374697012119e-05,0.000108874939402424,8.16562045518179e-05,0,0,0,0,0,0,0,0,0,2.7218734850606e-05,0,0,0,0,8.55703724395644e-05,2.7218734850606e-05,0,0
"X_23",0.387487478098649,0.294756810110893,0.0622868358352753,0.000210421834190969,0.0735074078759027,0.00697289493774203,0.0362321424784963,0.011315516948097,0.00328193806067325,0,0.00901215637287971,0.011625541561974,0.00515414796741785,0.00988507693668539,0.0155734600606082,0,0,0.000396470264321604,0,0.000263456031675053,0.0102535467816063,0,0.00822502108549562,0.00812063957426364,0,0,0.00150268548010139,5.26054585477422e-05,0.00113725133897191,0.00944519537610107,0,0.00437229639503621,0,0.00489901135453664,0.00236621477777237,0.00173346595454076,0,0.00346239561901294,0.00163977273264318,0.000131513646369355,0.000131728015837526,0.00130981821745411,0.000159102592452252,0,0.00220689781585194,0.00305308691144741,0,0,7.89081878216133e-05,0,0,0.00329813089370609,0,5.30341974840839e-05,0.00130896073958142,0.000860313755648417,0,0,0.000158245114579568,0.000105854025499997,0.000105854025499997,0,0,0,0,0.000106068394968168,0,0.00103289789974911,0,2.6517098742042e-05,0,0,0.00062165986697004,0,0,0,0,0,0,0,0,0,5.30341974840839e-05,0,0,0,2.6517098742042e-05,0,0,0,0,0
"X_24",0.174696555547948,0.62499512161862,0.0304719251617809,0.0650610638245553,0.0347215450108532,0.00305378347471207,0.00717808412699214,0.00153945138137756,0.00120260358055546,6.8759659672875e-05,0.00232393778746693,0.0102075815063061,0.00440086508658284,0.00416524189292927,0.00253970346845032,4.21431552347594e-05,0.0002308828802616,0.00011745815053958,0,0.000729945547345955,0.00213409600795535,0.000345819115986795,0.00178746406411251,0.000611081826084832,0,0,0.00426737918805465,0,0.000193981135610777,0.00284690353840067,0,0.00223532061512387,0,0.000781363533982211,0.0021624215993518,0,0,0.00384332586079186,0.000622575056063915,9.75945626885766e-05,0,0.00252175262369364,0.00057387656519721,0,0.00207783177264549,0.00159146211087931,0,0,0,0,0,0.000477793508511809,0,0.000170387643179012,0.00055714192463419,0,0.000818568794869833,0,0.000139737717923336,0,0.000237635796848712,0.000632350984657378,0,5.94848282713778e-05,0,3.43798298364375e-05,0,0.000211019292410596,2.51049984349403e-05,0,0,2.10715776173797e-05,3.43798298364375e-05,5.02099968698805e-05,0,0,0,0,0,0,0,0,0,3.43798298364375e-05,0,0,5.54514074538172e-05,0,0,0,0,0
"X_25",0.207224039372151,0.421433628716807,0.036165042074507,0.157310244299969,0.0667668674219586,0.0035820298921142,0.0123594560933705,0.00414281207328627,0.00189204621834952,0.000479962484571725,0.00472725697943764,0.00695258743759317,0.00631243484132237,0.00912735420197774,0.00441445039571369,0.00162583025291014,0.00204808718983609,0.000334579971411904,0,0.00111068276396177,0.00353664085477648,0.00044680599780621,0.00350731011792317,0.00465048617280511,0,0,0.00328993847410388,0,0.000167540736053547,0.0109383330231721,0,0.00203599381958367,0,0.00302684613265625,0.000823813077714228,0.000994678062984789,0,0.00128357626684346,0.00108092011657317,8.23241986859146e-05,3.99666803496933e-05,0.000609996968421999,0.000927269983073125,0,0.00241691875439415,0.00257960822431474,0,0,0,0,0,0.00231083972573868,0,0.000149732278597579,0.000431889879031961,0.000660028501412993,0.00200224372713271,0,0.00119400996403807,5.48827991239431e-05,0.000309598999996353,0.00160214501310048,0,0,0,2.74413995619715e-05,0,0.000109765598247886,0,0.000311989837982881,0,3.99666803496933e-05,0.000197372973602046,9.48494794736364e-05,0,0,0,0,0,0,0,0,0,5.48827991239431e-05,0,0,0,0,0,0,0,0
"X_26",0.193396984294846,0.072955337096806,0.0573539789807498,0.16039123790618,0.0677255489115456,0.00327702654811361,0.0407859184607029,0.00264207852956217,0.111052425827237,0.000428292081194979,0.00533091084210888,0.00556438436083861,0.0563349455489774,0.00826833181142001,0.0063324169523887,0.000383163122101015,0,0.000177319596689846,0.000206439482346349,0.000354639193379692,0.00602008998034203,0.00157927133983597,0.00358564284699657,0.00101878862104511,0.000250972484505133,0,0.00519693233370746,0.000206439482346349,0.0217584907355626,0.00194842971431518,0,0.00411879355093647,7.39508662828765e-05,0.00196243446193699,0.00119640619620255,7.39508662828765e-05,0,0.00246497538788243,0.000280390348629226,0,0,0.000737504337013117,0.00143047567186745,0.00010336873040697,0.00148990735705082,0.00176910579180968,7.39508662828765e-05,0.00010336873040697,0,0.000325221329255599,0,0.00243295724100751,0.000412580986225108,0.00159528041327343,0.000840575088952497,7.39508662828765e-05,0.00253862827569772,0,0.00106302364473631,0.00937217778515139,0,0.000871699300424647,0,0,0.102118752914636,0.00010307075193938,0,0.000221852598848629,0,0.00010307075193938,0,0,0,0,0,0,0,0.00010336873040697,0,0.0179741837213844,0,0,0.00944458535100117,0,0,0,0,0,0,0,0,0
"X_27",0.383533260846572,0.18392421407857,0.0504596865655547,0.150678332377274,0.0660125639360772,0.00710234787286141,0.0262474792733868,0.00549572283797001,0.00220943501837227,0.000102240067449004,0.00812788808932272,0.0113788952719951,0.00914589196357466,0.0108758434788696,0.010136313149055,0.000429012920618782,0.00116698169305946,0.000361622925048299,0,0.000740959316988595,0.00871685631147215,0.00101368157272553,0.00715503767757154,0.00929006784914569,0,0,0.00173534943822486,0,0.000261544008362505,0.00623900491166611,0,0.00718810900020151,0,0.00568251854172023,0.0014744567904795,0.000367477748204515,0,0.00391737349673256,0.00238064937024949,0.000266015307312275,0,0.000243778774242566,0.000961672164376747,3.26144224036363e-05,0.00213842584912045,0.00324048299647982,0,0.000163072112018181,0,0,0,0.0024636434491767,0.000248953201037426,0.00110411476366669,0.000862422641475659,0.000163775239863271,0.000444691502687185,0,8.00035343792954e-05,0.000254156663576494,0.000121537823198738,0.00099888415166977,0,5.26153059984601e-05,0,0.000453536870391317,0,0.000145232379186568,0,0.00132560523761161,0,3.6308094796642e-05,0.000161539590388386,0.000486099525567012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X_28",0.149385817310951,0.432829994465989,0.028054051495525,0.204464605053047,0.020350213446051,0.00125804818373462,0.0104958866990829,0.00417366583116194,0.0394226665974389,0.000689950615906785,0.00319750835262852,0.0111180377990096,0.0105842331266139,0.00767299807828889,0.00341675598898594,0.000960219004971607,0.0107612263985981,0.000218528993279659,3.6170161081402e-05,0.000639683876595014,0.00228150725399469,0.000560348320793807,0.00331720547147416,0.000574409528706322,0,0,0.0012293995121006,5.09853823895398e-05,0.000131110321904224,0.00207940761976797,0,0.00306254049730146,0,0.00162174870683102,0.00248711382729502,3.6170161081402e-05,0,0.00181855352147935,0.00134520372720556,9.46770329183298e-05,0,0.00176390418306526,0.000661722089128192,5.82791142502897e-05,0.0015627155791851,0.00173728979403148,2.91395571251448e-05,0.000174574214846376,0,0,5.82791142502897e-05,0.00115486789038664,0.000567642052654557,0.00192562671856802,0.000887878682808803,8.73833010575799e-05,0.000821779580888778,0,0.000261694387999464,0.000202959758575898,8.01249395146847e-05,0.000624676268018093,0,0.0108424901260459,0,2.91395571251448e-05,0,0,0,0.00036170161081402,0,4.369165052879e-05,0.000253945140965438,0.000145399287403377,0,0,0.0151552974931074,0,0,0,0,0,0,8.71555434709418e-05,0,0,0,0,0,0,0,0
"X_29",0.30155276636377,0.193122348666716,0.118994323233475,0.176761530597916,0.0462610603586159,0.00349068098483139,0.00897249584626026,0.00127981658778077,0.00134411287156784,0.000184175244009011,0.00255237538302932,0.0126383576955238,0.00652448093756075,0.00481604579535564,0.0026232329464185,0.000368071882845981,0.000231460053797136,5.46447316195377e-05,0.000167024467424043,0.00316301685371257,0.00239087212109285,0.00943812332489613,0.00254810573376334,0.0615243255209939,0,0,0.000473890339048381,0,0.000136611829048844,0.00151408830897129,0,0.00341190628926671,1.70114739989473e-05,0.00361576537208204,0.00434156107267636,5.10344219968418e-05,0,0.00130606170618919,0.00158307214978241,0.00038241099203756,0,0.00139125837876994,0.000903827572759291,2.73223658097689e-05,0.00186271778489618,0.00174391607207559,0,0.000170114739989473,0,0,0,0.000920319009700972,0.000300025986850191,0.000846371173746364,0.000419245607428843,6.13453138076634e-05,0.000358420330678446,0,0.00010567915361638,5.10344219968418e-05,0.000167024467424043,0.000616682713228084,0,0.00915788547320405,0,0,0,0,0,1.70114739989473e-05,0,0.000122690627615327,0.00290323370033054,1.70114739989473e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X_3",0.364537580244901,0.00439040848108277,0.0738889471492637,0.00714469810935811,0.0709667001139621,0.203165710597222,0.0179292814621957,0.00425381594646133,0.00836956795267194,0.00735032261410491,0.00662270366653807,0.0122523769472115,0.00136293378356455,0.0104076907783987,0.00649756327693486,0.000385034056791276,0.00364765887442451,0.0931919275886189,0,0.00764084545088313,0.00658246160896628,0.00023404656589305,0.00558906337169427,0.0116451163209527,0,0,0.00105985524754614,0,0.000578102862297893,0.00432284791658669,0.000110009730511793,0.00692320724270525,0.00218763891099567,0.00258780362687837,0.00335860744327556,0,0,0.00320725210097002,0.00234083351033782,0.00834077804011837,0.00800927744295371,0.000357715549866987,0.000275024326279483,0.000110009730511793,0.00273915896918392,0.00253279876162248,0.000619080622684325,0,0,0.0140391154395098,0,0.00116986497805793,0.000316369938073235,0,0.000881549249723621,0.000220019461023586,0,0,0.00023404656589305,0.000522730145634677,0.00301455114687072,0,0,0,0,8.26912235875044e-05,5.50048652558965e-05,4.13456117937522e-05,0,0,0.00132085246895616,0.000192700954099297,5.50048652558965e-05,8.26912235875044e-05,0,0,0,0,0,0,0,0,0,5.50048652558965e-05,0,0,0,0,0,0,0,0
"X_30",0.442455412726078,0.172967449298123,0.0464460968991629,0.153279713712247,0.0380227887912136,0.00288748662123211,0.013590268851072,0.00645079946866371,0.0228546512268202,0.000191264453913345,0.00564787641366348,0.0117120508876634,0.00845816599735621,0.00907078337738379,0.00434997420934523,0.00136035975089017,0.000373635884453864,0,0.00083761173939517,0.00120760042572503,0.0133576612059171,0.000744827924580763,0.00381022964259878,0.00132621703829443,0,0,0.000818848365950996,0,0.000420450928042809,0.0026579059289362,0,0.00453576892123389,0,0.00328402226818408,0.00153077406846594,1.51161753201666e-05,0,0.00114775596970932,0.00187835112806628,0.000153605597528631,0,0,0.000939908822847364,0,0.00175409447208162,0.00189294203088498,1.51161753201666e-05,0.000249905556132009,0,0,0,0.00173145787341492,0.000118616612569403,0.00164658975527482,0.0004041313989256,0.00112872943243375,0.000743887734615125,0.0014715498577152,9.72772853018971e-05,4.53485259604998e-05,0.000238079497502291,0.000972321853983259,0,0.00524897119585031,0,0,0,6.99779699184547e-05,4.86386426509485e-05,0.000452149796311588,0,0,0.000206380629233512,0.00264816663319989,0,0,0,0,0,0,0,0,0,0,0,0,3.02323506403332e-05,0,0,0,0,0
"X_31",0.179184888735252,0.191880560197816,0.0520991629051089,0.221595195183204,0.0192136723969937,0.00775538017734666,0.0486597682387805,0.0223130938811792,0.00593557749289772,0.000117711145313561,0.0248657952741182,0.00591899342543927,0.00973870602180314,0.0278183739021565,0.01818643465505,0.00131946118879358,0.00714677521732558,0,0.0335472722839161,0.00114607197768613,0.011107092077034,0.00251978399168103,0.0168565532901074,0.00214290441491329,0,0,0.00272440804437765,2.74878191127976e-05,0.00039834011001559,0.0119845159689483,0,0.00315036299103655,0,0.0100440205486962,0.00224603948758937,0.000384829467579166,0,0.00544777414447756,0.0038629272164158,0.000284808347113763,0,0.00742845782338004,0.00161381964799503,0,0.000742113455817633,0.00594600301323741,4.52066740749063e-05,0.000247390372015178,0,0,0,0.00230909737834754,3.92370484378537e-05,0.0065853784815424,0.0014878073980859,0.00036165339259925,0.0034114540274372,0,3.92370484378537e-05,4.52066740749063e-05,0.000137439095563988,0.00145687145424362,0,0.0143490885935986,0,0.000274659339064976,0,0,0,0.000412317286691964,0,0,2.74878191127976e-05,0.0013603561187356,0,0,0,0,0,0,0,0,0,2.74878191127976e-05,0,0,0,0,2.74878191127976e-05,0,0,0
"X_33",0.244817088328731,0.293691098900746,0.0671177450435192,0.14961322065328,0.0599605929120683,0.00218164144189583,0.0136828791011073,0.00544764154944513,0.00417584369604141,0.000373000766186432,0.00534561386091511,0.00899366100055638,0.00990614109425972,0.00676203057613477,0.00434921397319986,0.00106472006702672,0.00472782416580533,3.41826398175204e-05,0,0.00168256071284087,0.0697432066841169,0.00215536124213484,0.00404566551141233,0.00146172361944251,5.766519512433e-05,3.844346341622e-05,0.00189399976163008,1.7351435370034e-05,0.000352120828087558,0.0042793855144203,0,0.00204033899286142,0,0.00460146994996485,0.00316703310412513,0,0,0.002456465300767,0.00357312363498443,3.63130516168702e-05,0,0.000512381968178411,0.00139439733905737,5.766519512433e-05,0.00205255174462581,0.00230736085048957,0,5.20543061101019e-05,0,0,0,0.000984402151088564,0.000445106638497625,0.00139117551470857,0.000498721637375369,0.000509113580910845,0.00157823854807815,0,0.000121460047590238,0,0.000159643395545184,0.00113012363777423,1.70913199087602e-05,0.00210974473434155,0,6.94057414801359e-05,0,0.000121460047590238,0,0.000497371571959841,0,3.844346341622e-05,1.922173170811e-05,5.20543061101019e-05,0,0,0,0,0,0,0,0,0,1.7351435370034e-05,0,0,1.70913199087602e-05,0,0,0,0,0
"X_34",0.649396430474752,0.0102377706147965,0.0360320121158254,0.130764333997607,0.0167721674506395,0.00154718992549804,0.0131571953391358,0.00587945005336101,0.00406048682180998,0.000134078516060148,0.0047093778240049,0.0244698616463725,0.0071693245720342,0.00772406992150269,0.0049857111512535,0.000484950608957835,0.00605206254067971,0,0,0.000306465179566052,0.00408266820281194,0.0373739359234512,0.00483943510342159,0.00146081560518913,0,0,0.00188816900540807,0,0.000293274884158796,0.0023349464544904,0,0.00126073659572011,0,0.00167042565053387,0.000954406403724318,7.66162948915131e-05,0,0.00252160817901048,0.00155184194866507,3.95279006229322e-05,0,0,0.000718458753163901,0,0.000841786480171144,0.00193853969705533,0,0,0,0,0,0.000894504676201332,0.000271816291651823,0.00161743747936317,0.00107380489605952,1.91540737228783e-05,0.00319674478444967,0,0.000450166733473349,7.90558012458643e-05,0.00033415752552916,0.000404675054534795,0,0.00294295481531497,0,7.66162948915131e-05,3.95279006229322e-05,7.90558012458643e-05,0,0,0,0,9.82098749687426e-05,3.95279006229322e-05,0,0.000652458259755037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X_35",0.415290396225468,0.231968103176111,0.0329891190749613,0.0730507784356844,0.040201748807153,0.00401777656780161,0.0172015060584459,0.00325881010623219,0.00348848468408183,0,0.00497795683323742,0.0142488008620663,0.0126029710155166,0.00578871989931573,0.00655933189850331,0.000680962718605487,0.000584129421581769,0.000129710646795927,0,0.000116031429721145,0.00745592999048731,0.087993431946425,0.00403328650064579,0.000663603892918766,3.24276616989818e-05,0,0.00204502012719127,3.10871887206011e-05,0.000263042170412866,0.00435993322215514,0,0.00153953312383227,0,0.00262706672335733,0.00169920624187047,0.000182335103847513,0,0.00210651947522737,0.00301398558293471,0.000112518430650157,0,0.000145053970099163,0.001188190737057,0,0.00189482002067863,0.00164126903886446,0,0,0.000158116889559767,0,0,0.0016205146776886,6.5579498762166e-05,0.00262271208534028,0.000900471078451327,8.21554172937581e-05,0.000357027911938872,0,0.00029061636006248,0,0.000499185180581225,0.00167571220294693,0,0.000984290601973538,0,0.000190544551258749,0,4.97277555947763e-05,0,0,0,0,0.000162970361609136,0.000124348754882404,0,0,0,0,0,0,0,0,0,3.24276616989818e-05,0,0,0,0,0,0,0,0
"X_36",0.463981638190693,0.201429230333687,0.107281676143222,0.0561924109206937,0.0429711284807199,0.0044202018291827,0.0140870990192802,0.00369005536558129,0.00144128492035066,0.000480428306783554,0.00543218213897885,0.00633732176585952,0.00836587567590923,0.00927691562711728,0.00507431626537553,0.000346065224948558,0.00119156676353281,0,0,0.0115302793628053,0.00533583507084814,0.0108761649266125,0.00474595201340912,0.000499436313635698,0,0,0.00207508431582136,8.32393856059497e-05,8.32393856059497e-05,0.00344623753309083,0,0.005584246193796,0,0.0035235765943694,0.00146750028540018,0.000115355074982853,0,0.00352947691869678,0.0008645095454364,0,0,0.000346065224948558,0.00110832737792686,0,0.000973964296091868,0.00185748184838041,0,0,0,0,0,0.00155663999533352,8.32393856059497e-05,0.00107621168854996,0.000576775374914263,0.00235101783768873,0.000281833846194752,0,0.000249718156817849,0,0.000115355074982853,0.000960856613567109,0,0.00165888738779161,0,0.000249718156817849,0,0.000397188921177605,0,0,0,0.000198594460588802,0,0.000198594460588802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X_37",0.473309229621315,0.112150998526626,0.128031666367628,0.0597895734621511,0.0823754619801727,0.00371197159933591,0.0201626252305852,0.00573066387866345,0.00147552717117386,0,0.00575360729011448,0.015286334334316,0.00646653512469821,0.0115839421011535,0.00822074739248823,0.000242377639887459,0,0,0,0.0034107636111692,0.00616869129573535,0.00402317947357645,0.013892160402972,0.00278960942238957,0,0,0.000830168011241755,0,0.000345412731466836,0.00350421933657523,0,0.00500016679979722,0,0.0043127054960674,0.00348211696492516,0,0,0.00290516751944566,0.00194817996537254,0.00013850150850712,0,0.000253639085662732,0.000657041125607855,0,0.00255933426807834,0.00141795838259605,0,0,0,0,0,0.000702927948509908,0.000888157319720042,0.00010387613138034,0.000761337776888676,0.000207331742860198,0.000311207874240538,0,0.000380458628494097,0,0.000311207874240538,0.000829747491341273,0,0.0012565134626379,0,5.75687885778061e-05,0,0,0.00183304238821693,0,0,0.000115137577155612,0.000207331742860198,0.00010387613138034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X_38",0.465534951440664,0.0779811416717148,0.0942624105856461,0.0378927178391683,0.138767200984034,0.0020291994612416,0.0190410005703874,0.00235523908480253,0.00295049100606802,0,0.0041929025199362,0.0110692438550327,0.00518506442823767,0.00520623896170911,0.00562006801909944,7.83165956900052e-05,0.00116637150998828,0,0,0.000268781076329066,0.00535727129130877,0.00823559426985594,0.00384300441702696,0.0797343127627208,0,0,0.000955122834085477,1.95791489225013e-05,0,0.00355371299862855,0,0.00143595027859181,0,0.00701606230757178,0.0021354726312159,0.000151306182794058,0,0.00265240795679139,0.000803816651291419,1.95791489225013e-05,0,0,0.000170885331716559,0,0.00465337699055429,0.000820595369323745,0,0,0,0,0,0.000391582978450026,0.00032751852309657,5.87374467675039e-05,0.000341770663433118,0.00070844748437469,0.000338446393462872,0,0.000487749837641223,0,5.87374467675039e-05,0.000366676820941572,0,0.000803292812211348,0,0.00015663319138001,0,0,0,0.000630130888684685,0,0,5.87374467675039e-05,0,0,0,0,0,0,0,0,0,0,0.000112147884949055,0,0,0,0,0,0,0,0
"X_39",0.543554158986128,0.138500376980131,0.0700545489283802,0.0267296026886309,0.114343651436916,0.000587972586534877,0.0154969115352027,0.00309171900123181,0.00067505743633226,0,0.00674831693515807,0.0130280827815862,0.0045872863420423,0.0107933064669552,0.00624516671489145,0.000227666216389823,0,0,0.000645846051308114,0.000126555082887576,0.00443302482624026,0.00649761221662753,0.0039288638074393,0.00385832604735541,0,0,0.000792512488768208,0,0.000471676351713348,0.00208536340899886,0,0.00130667403315572,0,0.00266493328943724,0.00310177467851807,0.000464432463231274,0.000130525689306181,0.00138697648773032,0.00101641126951922,2.42851317709105e-05,0,0,0.000728960294686893,0,0.00368812695417925,0.00196559072133407,0,0,0,0,0,0.000655901728594373,0,0.000650975475341138,0.000436176725041759,0.000791556841933578,0.000603360858633948,0,0.000242851317709105,0.000311939277383021,0.000102269951116666,0.000803468661189391,0,0.000199410478200308,0,0.000130525689306181,0,9.71405270836422e-05,0,0.000277395297546063,0,2.42851317709105e-05,0.000563890625543755,0.000126555082887576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X_4",0.328098206664204,0.0288063906744883,0.0600568440971714,0.00995226075540129,0.0844927916629651,0.240815150977915,0.0166072499653827,0.00654641014935012,0.00256353293767593,0.00567945573218729,0.00733106616243706,0.0118480805256652,0.00270129589128933,0.00885277856718735,0.00711406097386753,0,0.00609617105905348,0.0572224853291562,0.00273379756819086,0,0.0246047556843702,0,0.00447680069090565,0.00821257541660587,0,0,0.000345130746277726,0,0.00028109513795028,0.00256016081270325,0.00065444203173456,0.020011609596359,0.00145859020084514,0.006363081656904,0.00210334049562119,0.000311454050154319,0,0.00245602021415994,0.00707706649382476,0.00898610305871282,0.00594320147881141,0.000490551354258777,0.000626225884228006,0.000309311285456834,0.00420116610157222,0.000316914598771172,0.00108850674992692,0,0,0.00428040833652834,0,0.000794402091098759,0,0,0.00100931885602411,0.000250736225746241,0,0,0.000669648658363235,0.00130347785590558,3.58194608208916e-05,0,0,0,0,0.000275634589333428,0,0,0,0.00021491676492535,0.000286555686567133,0,0.000173636755487605,0.000273491824635943,0,0,0,0,0,0,0,0,0,0,0,0,3.58194608208916e-05,0,0,0,0,0
"X_41",0.355917654728785,0.266634846753368,0.0934441008921587,0.0184287621506688,0.0762504387689184,0.00148648461135269,0.0333848905176339,0.0130356886547144,0.00866470053944944,0,0.00807127107656224,0.0114012915576325,0.0082382236205524,0.0129616565145206,0.00886105078459671,0,0.00146489201740947,0,0,0.000128574788020414,0.0101729347519267,0,0.00579204879268918,0.00245842940755732,0,0,0.0106223068735532,0,0.000202520666067597,0.00600715356992538,0,0.0126479215692944,0,0.00809755641231361,0.0036954832879365,0,4.28582626734713e-05,0.00482448533019149,0.00394856554463313,0.000105198259158146,0,0.00249642240412951,0.000162016532854078,0,0.00218236829224619,0.00064985782489124,0,0,0,0,0,0.00043004478873514,0,0.000815769152796382,0.00148121391644776,0.000143348262911713,4.05041332135194e-05,0,0.000983393670585768,0.000940527649356418,0.000529721325104543,4.05041332135194e-05,0,0.000296113043663234,0,0,0,0.00121472632615781,0,0,0,0,0.000268028255881063,0.000162016532854078,0,0,0,0,0,0,0,0,0,0.000171433050693885,0,0,0,0,0,0,0,0
